Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,Units,[Location],[Reporting Type],2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""30""","""Eastern Asia""","""PERCENT""","""URBAN""","""G""",98.28675,98.28796,98.27852,98.25329,98.22707,98.20425,98.18097,98.1629,98.14414,98.12472,98.10467,98.0837,98.06205,98.03985,98.01712,97.99335,97.96905,97.94349
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""518""","""Eastern Asia (excluding Japan)""","""PERCENT""","""ALLAREA""","""G""",81.3434,81.66629,82.7703,83.65858,84.52229,85.3554,86.15416,86.92688,87.67495,88.39691,89.09358,89.75361,90.38362,90.98848,91.56894,92.12437,92.65529,93.16017
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""518""","""Eastern Asia (excluding Japan)""","""PERCENT""","""RURAL""","""G""",70.68535,70.69324,71.98518,72.96665,73.94478,74.91337,75.88131,76.84886,77.81384,78.7758,79.73519,80.69232,81.64689,82.59872,83.54775,84.49391,85.43702,86.37579
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""518""","""Eastern Asia (excluding Japan)""","""PERCENT""","""URBAN""","""G""",98.24914,98.25122,98.24062,98.21151,98.18142,98.14858,98.11566,98.08924,98.06241,98.03523,98.00772,97.98001,97.95205,97.92383,97.89535,97.86601,97.83636,97.80557
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""151""","""Eastern Europe""","""PERCENT""","""ALLAREA""","""G""",96.4648,96.48204,96.56692,96.64605,96.63437,96.74028,96.72715,96.71348,96.69929,96.69013,96.72639,96.76323,96.80122,96.8853,96.92614,97.04923,97.17259,97.29703
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""151""","""Eastern Europe""","""PERCENT""","""RURAL""","""G""",90.82909,90.88242,91.14826,91.41219,91.67621,92.26233,92.48517,92.70757,92.92989,93.17003,93.53068,93.89376,94.26164,94.77162,95.13302,95.49857,95.86661,96.24006
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""151""","""Eastern Europe""","""PERCENT""","""URBAN""","""G""",99.09335,99.09203,99.08811,99.07459,98.92745,98.80341,98.67362,98.54393,98.41434,98.28501,98.16929,98.05443,97.94028,97.83011,97.72469,97.73696,97.74907,97.76113
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""218""","""Ecuador""","""PERCENT""","""ALLAREA""","""G""",82.36792,83.08491,83.8223,84.53574,85.24944,85.96321,86.67705,87.39132,88.10566,88.82004,89.53468,90.24332,90.94794,91.653,92.3583,93.05378,93.68205,93.99454
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""218""","""Ecuador""","""PERCENT""","""RURAL""","""G""",70.21852,70.91832,71.69195,72.46703,73.24356,74.02152,74.80093,75.58178,76.36408,77.14782,77.933,78.71962,79.50769,80.2972,81.08816,81.88055,82.67439,83.46968
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""218""","""Ecuador""","""PERCENT""","""URBAN""","""G""",90.36711,90.92949,91.53937,92.14983,92.76088,93.37251,93.98472,94.59752,95.21091,95.82487,96.43942,97.05456,97.67028,98.28658,98.90347,99.5045,100,100
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""818""","""Egypt""","""PERCENT""","""ALLAREA""","""G""",97.87095,97.94452,98.01802,98.09145,98.1648,98.23808,98.31129,98.38364,98.45558,98.52761,98.59972,98.67193,98.74377,98.81579,98.88798,98.96033,99.03286,99.10573
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""818""","""Egypt""","""PERCENT""","""RURAL""","""G""",96.69354,96.81791,96.94236,97.06687,97.19145,97.3161,97.44081,97.5656,97.69044,97.81536,97.94034,98.06539,98.19051,98.3157,98.44095,98.56627,98.69165,98.81711
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""818""","""Egypt""","""PERCENT""","""URBAN""","""G""",99.44469,99.44753,99.45038,99.45322,99.45606,99.4589,99.46175,99.46459,99.46743,99.47027,99.4731,99.47594,99.47878,99.48162,99.48445,99.48729,99.49012,99.49296
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""222""","""El Salvador""","""PERCENT""","""ALLAREA""","""G""",77.78591,77.99451,79.30755,80.61546,81.91846,83.21478,84.50496,85.80185,87.16831,88.50999,89.82705,91.11933,92.3861,93.62684,94.84168,96.03034,97.06386,97.38837
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""222""","""El Salvador""","""PERCENT""","""RURAL""","""G""",55.52309,55.52309,57.6882,59.89088,62.13113,64.40894,66.72433,69.07728,71.46781,73.8959,76.36156,78.86479,81.40559,83.98395,86.59989,89.25339,91.80662,92.21841
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""222""","""El Salvador""","""PERCENT""","""URBAN""","""G""",93.31305,93.31305,93.71204,94.11189,94.51259,94.91413,95.31653,95.71978,96.12389,96.52884,96.93464,97.3413,97.7488,98.15716,98.56637,98.97643,99.26358,99.47195
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""226""","""Equatorial Guinea""","""PERCENT""","""ALLAREA""","""G""",51.09814,51.79044,52.542,53.35042,54.21503,55.13172,56.10058,57.11857,58.18379,59.2918,60.44137,61.62961,62.85389,63.67151,63.92648,64.1786,64.42552,64.66582
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""226""","""Equatorial Guinea""","""PERCENT""","""RURAL""","""G""",38.68913,38.08038,37.47163,36.86288,36.25413,35.64538,35.03663,34.42788,33.81912,33.21037,32.60162,31.99287,31.38412,30.77537,30.77537,30.77537,30.77537,30.77537
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""226""","""Equatorial Guinea""","""PERCENT""","""URBAN""","""G""",63.96618,65.0517,66.13723,67.22276,68.30828,69.39381,70.47933,71.56486,72.65038,73.73591,74.82143,75.90696,76.99248,78.07801,78.07801,78.07801,78.07801,78.07801
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""232""","""Eritrea""","""PERCENT""","""ALLAREA""","""G""",46.81421,47.12042,47.44092,47.77522,48.12342,48.48441,48.85949,49.24695,49.6487,49.81032,49.97738,50.15053,50.32918,50.70513,51.08356,51.46509,51.84972,
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""232""","""Eritrea""","""PERCENT""","""RURAL""","""G""",30.99105,30.72526,30.45947,30.19368,29.92789,29.6621,29.39631,29.13052,28.86473,28.59894,28.33316,28.06737,27.80158,27.80158,27.80158,27.80158,27.80158,
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""232""","""Eritrea""","""PERCENT""","""URBAN""","""G""",90.50571,90.44176,90.3778,90.31384,90.24988,90.18593,90.12197,90.05801,89.99405,89.9301,89.86614,89.80218,89.73822,89.73822,89.73822,89.73822,89.73822,
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""233""","""Estonia""","""PERCENT""","""ALLAREA""","""G""",99.11478,99.1547,99.19496,99.23553,99.27644,99.3177,99.35927,99.40119,99.44344,99.48605,99.52898,99.57225,99.61729,99.66356,99.70941,99.71054,99.71165,99.71283
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""233""","""Estonia""","""PERCENT""","""RURAL""","""G""",97.28721,97.42309,97.55897,97.69485,97.83072,97.9666,98.10248,98.23836,98.37423,98.51011,98.64599,98.78187,98.91774,99.05362,99.1895,99.1895,99.1895,99.1895
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""233""","""Estonia""","""PERCENT""","""URBAN""","""G""",99.92181,99.9239,99.92599,99.92808,99.93017,99.93226,99.93435,99.93644,99.93853,99.94062,99.94271,99.9448,99.94689,99.94898,99.95107,99.95107,99.95107,99.95107
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""748""","""Eswatini""","""PERCENT""","""ALLAREA""","""G""",52.51422,53.52095,54.52232,55.5183,56.50797,57.49255,58.47115,59.46272,60.56617,61.66065,62.74622,63.82331,64.86421,65.89698,66.92128,67.93752,68.94829,69.00866
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""748""","""Eswatini""","""PERCENT""","""RURAL""","""G""",42.51946,43.71039,44.89168,46.06333,47.22535,48.37773,49.52047,50.65358,51.77705,52.89088,53.99508,55.08964,56.17456,57.24985,58.3155,59.37151,60.41789,60.41789
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""748""","""Eswatini""","""PERCENT""","""URBAN""","""G""",86.57641,87.20655,87.83771,88.46989,89.10308,89.7373,90.37253,91.00878,91.64605,92.28435,92.92366,93.56398,94.20533,94.8477,95.49109,96.13549,96.78092,96.78092
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""231""","""Ethiopia""","""PERCENT""","""ALLAREA""","""G""",18.69521,20.28878,21.84036,23.34811,24.81286,26.23477,27.61464,28.96144,30.36671,31.72783,33.04677,34.32268,35.55694,36.73983,37.88149,38.98173,40.04142,41.05995
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""231""","""Ethiopia""","""PERCENT""","""RURAL""","""G""",8.6159,10.30129,11.94108,13.53528,15.08389,16.58691,18.04433,19.45615,20.82238,22.14302,23.41807,24.64752,25.83137,26.96964,28.06231,29.10938,30.11086,31.06675
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""231""","""Ethiopia""","""PERCENT""","""URBAN""","""G""",76.99656,77.21017,77.42115,77.6295,77.83522,78.0383,78.23876,78.43658,78.63177,78.82434,79.01427,79.20157,79.38623,79.56827,79.74768,79.92445,80.0986,80.27011
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""150""","""Europe""","""PERCENT""","""ALLAREA""","""G""",98.26479,98.28421,98.33231,98.37486,98.37963,98.42274,98.41206,98.40359,98.39445,98.38559,98.39517,98.4041,98.41223,98.4426,98.45631,98.50213,98.54738,98.60186
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""150""","""Europe""","""PERCENT""","""RURAL""","""G""",95.21696,95.25943,95.39985,95.53698,95.67457,95.94598,96.04469,96.1476,96.24923,96.35459,96.51521,96.67559,96.83798,97.08823,97.26955,97.43117,97.59227,97.77052
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""150""","""Europe""","""PERCENT""","""URBAN""","""G""",99.50626,99.5085,99.50906,99.50308,99.44475,99.38839,99.32591,99.2658,99.20617,99.14645,99.09269,99.03927,98.98539,98.93111,98.88039,98.8812,98.88212,98.89023
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""238""","""Falkland Islands (Malvinas)""","""PERCENT""","""ALLAREA""","""G""",,,,,,,,,,,,,94.48845,94.60217,94.71283,94.82,94.9239,95.02474
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""238""","""Falkland Islands (Malvinas)""","""PERCENT""","""RURAL""","""G""",,,,,,,,,,,,,78.17294,78.17294,78.17294,78.17294,78.17294,78.17294
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""238""","""Falkland Islands (Malvinas)""","""PERCENT""","""URBAN""","""G""",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""234""","""Faroe Islands""","""PERCENT""","""ALLAREA""","""G""",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""242""","""Fiji""","""PERCENT""","""ALLAREA""","""G""",94.60311,94.63544,94.66776,94.5918,94.51642,94.44138,94.36691,94.29294,94.22775,94.16517,94.10333,94.04205,93.9815,93.92134,93.86182,93.80295,93.74462,93.79092
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""242""","""Fiji""","""PERCENT""","""RURAL""","""G""",90.6526,90.6526,90.6526,90.5132,90.3738,90.2344,90.095,89.95561,89.81621,89.67681,89.53741,89.39802,89.25862,89.11922,88.97982,88.84042,88.70103,88.70103
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""242""","""Fiji""","""PERCENT""","""URBAN""","""G""",98.89864,98.89864,98.89864,98.82247,98.74629,98.67012,98.59394,98.51777,98.44159,98.36541,98.28924,98.21306,98.13689,98.06071,97.98454,97.90836,97.83219,97.83219
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""246""","""Finland""","""PERCENT""","""ALLAREA""","""G""",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""246""","""Finland""","""PERCENT""","""RURAL""","""G""",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""246""","""Finland""","""PERCENT""","""URBAN""","""G""",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""250""","""France""","""PERCENT""","""ALLAREA""","""G""",99.89733,99.90585,99.91419,99.92237,99.93039,99.93825,99.94595,99.9535,99.9609,99.96815,99.97524,99.98218,99.98896,99.99559,100,100,100,100
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""250""","""France""","""PERCENT""","""RURAL""","""G""",99.57449,99.6056,99.6367,99.66781,99.69891,99.73002,99.76112,99.79222,99.82333,99.85443,99.88554,99.91664,99.94774,99.97885,100,100,100,100
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""250""","""France""","""PERCENT""","""URBAN""","""G""",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""254""","""French Guiana""","""PERCENT""","""ALLAREA""","""G""",92.12405,92.12405,92.12405,92.12405,92.12405,92.27696,92.42988,92.58279,92.73571,92.88863,93.04154,93.19446,93.34737,93.50029,93.6532,93.80612,93.95903,94.11195
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""258""","""French Polynesia""","""PERCENT""","""ALLAREA""","""G""",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""266""","""Gabon""","""PERCENT""","""ALLAREA""","""G""",79.53762,80.1376,80.70048,81.22711,81.71885,82.17657,82.60249,82.99741,83.36343,83.70043,84.01085,84.29538,84.55587,84.7922,85.00293,85.4748,85.62705,85.771
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""266""","""Gabon""","""PERCENT""","""RURAL""","""G""",37.01952,38.36506,39.68568,40.9814,42.25219,43.49808,44.71905,45.9151,47.08624,48.23247,49.35379,50.45018,51.52167,52.56824,53.5899,55.05481,55.05481,55.05481
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""266""","""Gabon""","""PERCENT""","""URBAN""","""G""",90.92246,90.82137,90.71942,90.61661,90.51293,90.40839,90.30298,90.19671,90.08958,89.98159,89.87273,89.76301,89.65242,89.54098,89.42867,89.5767,89.5767,89.5767
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""270""","""Gambia""","""PERCENT""","""ALLAREA""","""G""",75.00136,75.13912,75.2877,75.44097,75.58038,75.72827,75.88463,76.04947,76.22301,76.40444,76.59436,76.79232,76.99876,77.21253,77.4333,77.66074,77.82724,77.99157
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""270""","""Gambia""","""PERCENT""","""RURAL""","""G""",67.83891,67.54677,67.25379,66.95997,66.66531,66.36981,66.07348,65.7763,65.47829,65.17944,64.87974,64.57921,64.27784,63.97564,63.67259,63.3687,63.3687,63.3687
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""270""","""Gambia""","""PERCENT""","""URBAN""","""G""",82.80184,83.11283,83.42414,83.73576,84.04768,84.35992,84.67246,84.98531,85.29847,85.61194,85.92572,86.23981,86.5542,86.86891,87.18392,87.49925,87.49925,87.49925
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""268""","""Georgia""","""PERCENT""","""ALLAREA""","""G""",92.97521,93.20199,93.46075,93.75501,94.04644,94.33504,94.62092,94.90408,95.18443,95.46198,95.73682,96.00888,96.27824,96.54476,97.64145,97.91408,98.17055,98.39444
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""268""","""Georgia""","""PERCENT""","""RURAL""","""G""",86.97149,87.40995,87.84841,88.28687,88.72533,89.16379,89.60224,90.0407,90.47916,90.91762,91.35608,91.79454,92.23299,92.67145,94.81661,95.2631,95.7096,96.1561
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""268""","""Georgia""","""PERCENT""","""URBAN""","""G""",98.37716,98.46388,98.5506,98.63732,98.72403,98.81075,98.89747,98.98418,99.0709,99.15762,99.24434,99.33105,99.41777,99.50449,99.76666,99.87768,99.96457,100
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""276""","""Germany""","""PERCENT""","""ALLAREA""","""G""",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""276""","""Germany""","""PERCENT""","""RURAL""","""G""",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""276""","""Germany""","""PERCENT""","""URBAN""","""G""",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""288""","""Ghana""","""PERCENT""","""ALLAREA""","""G""",64.4638,65.3511,66.34829,67.34623,68.34537,69.34495,70.34588,71.34811,72.35184,73.35655,74.36338,75.37181,76.38178,77.39299,78.40562,79.41982,80.43577,81.45339
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""288""","""Ghana""","""PERCENT""","""RURAL""","""G""",54.02599,54.98159,55.80133,56.61642,57.42688,58.23269,59.03386,59.83038,60.62227,61.40951,62.19211,62.97007,63.74338,64.51206,65.27609,66.03548,66.79023,67.54034
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""288""","""Ghana""","""PERCENT""","""URBAN""","""G""",77.78663,78.23109,79.09665,79.96697,80.84205,81.72188,82.60647,83.49582,84.38992,85.28879,86.19241,87.10079,88.01392,88.93182,89.85447,90.78188,91.71405,92.65098
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""292""","""Gibraltar""","""PERCENT""","""ALLAREA""","""G""",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""292""","""Gibraltar""","""PERCENT""","""URBAN""","""G""",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""300""","""Greece""","""PERCENT""","""ALLAREA""","""G""",99.58682,99.62233,99.65945,99.69575,99.73127,99.76599,99.79994,99.83311,99.86555,99.89722,99.92817,99.95839,99.98791,100,100,100,100,100
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""300""","""Greece""","""PERCENT""","""RURAL""","""G""",98.6897,98.79523,98.90076,99.00628,99.11181,99.21734,99.32287,99.42839,99.53392,99.63945,99.74498,99.8505,99.95603,100,100,100,100,100
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""300""","""Greece""","""PERCENT""","""URBAN""","""G""",99.92343,99.9296,99.93576,99.94193,99.9481,99.95426,99.96043,99.9666,99.97276,99.97893,99.9851,99.99126,99.99743,100,100,100,100,100
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""304""","""Greenland""","""PERCENT""","""ALLAREA""","""G""",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""304""","""Greenland""","""PERCENT""","""RURAL""","""G""",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""304""","""Greenland""","""PERCENT""","""URBAN""","""G""",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""308""","""Grenada""","""PERCENT""","""ALLAREA""","""G""",93.30764,93.53995,93.77227,94.00458,94.2369,94.46921,94.70153,94.93384,95.16616,95.39847,95.63079,95.8631,95.97139,95.62865,95.62865,95.62865,95.62865,95.62865
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""312""","""Guadeloupe""","""PERCENT""","""ALLAREA""","""G""",,99.14577,99.14577,99.14577,99.14577,99.14577,99.19074,99.23571,99.28068,99.32565,99.37062,99.41559,99.46056,99.50553,99.5505,99.59546,99.64043,99.6854
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""316""","""Guam""","""PERCENT""","""ALLAREA""","""G""",99.4,99.4246,99.4492,99.4738,99.4984,99.523,99.5476,99.5722,99.5968,99.6214,99.646,99.6706,99.6952,99.6952,99.6952,99.6952,99.6952,99.6952
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""320""","""Guatemala""","""PERCENT""","""ALLAREA""","""G""",85.75377,86.28421,86.81068,87.32949,87.84232,88.35131,88.85662,89.35838,89.8566,90.35092,90.84182,91.32897,91.8126,92.29375,92.77226,93.24812,93.72089,94.19058
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""320""","""Guatemala""","""PERCENT""","""RURAL""","""G""",78.39659,79.10977,79.82175,80.53254,81.24213,81.95052,82.65771,83.36371,84.06851,84.77211,85.47452,86.17573,86.87574,87.57455,88.27217,88.96859,89.66381,90.35784
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""320""","""Guatemala""","""PERCENT""","""URBAN""","""G""",94.62614,94.81977,95.01341,95.20708,95.40077,95.59448,95.7882,95.98195,96.17571,96.3695,96.5633,96.75712,96.95097,97.14483,97.33871,97.53261,97.72653,97.92047
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""324""","""Guinea""","""PERCENT""","""ALLAREA""","""G""",62.73274,62.86386,62.97107,63.0549,63.11525,63.15235,63.16671,63.15825,63.12718,63.07372,62.99843,62.90121,62.78228,62.64186,62.4802,62.30217,62.10819,61.89872
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""324""","""Guinea""","""PERCENT""","""RURAL""","""G""",53.09704,53.10135,53.07293,53.01177,52.91786,52.79122,52.63184,52.43971,52.21485,51.95725,51.6669,51.34382,50.988,50.59943,50.17813,49.72409,49.23731,48.71778
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""324""","""Guinea""","""PERCENT""","""URBAN""","""G""",84.31185,84.44768,84.57559,84.69558,84.80764,84.91178,85.00799,85.09627,85.17663,85.24907,85.31358,85.37017,85.41883,85.45956,85.49237,85.51726,85.53422,85.54325
"""1""","""1.4""","""1.4.1""","""SP_ACS_BSRVH2O""","""Proportion of population using basic drinking water services, by location (%)""","""624""","""Guinea-Bissau""","""PERCENT""","""ALLAREA""","""G""",53.37678,54.22892,55.07722,55.92104,56.7607,57.59556,58.4266,59.25316,60.07558,60.89322,61.70735,62.51734,63.3235,64.12551,64.92369,65.71803,66.50823,66.63441
